seq	trim_left	trim_right	primer_type
S-10316_oECA306_D03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	50	200	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10580_oECA306_C09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	46	244	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10520_oECA306_B08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	199	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10609_oECA306_A10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	197	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10319_oECA306_F03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	35	261	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10510_oECA306_F07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	35	196	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10385_oECA306_D04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	40	10	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10494_oECA306_A07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	23	274	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10581_oECA306_D09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	30	229	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10672_oECA306_D12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	44	368	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10285_oECA306_F02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	21	368	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10417_oECA306_D05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	53	328	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10311_oECA306_B03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	30	23	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10661_oECA306_H11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	36	238	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10640_oECA306_D11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	29	405	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10206_oECA306_A01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	43	414	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10495_oECA306_B07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	18	247	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10383_oECA306_C04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	24	223	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10248_oECA306_F01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	34	25	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10318_oECA306_E03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	215	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10684_oECA306_G12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	39	152	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10500_oECA306_C07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	167	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10449_oECA306_B06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	34	239	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10291_oECA306_H02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	37	276	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10641_oECA306_E11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	44	325	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10521_oECA306_C08_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	54	45	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10511_oECA306_G07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	26	406	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10284_oECA306_E02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	43	5	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10330_oECA306_H03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	290	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10270_oECA306_H01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	134	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10610_oECA306_B10_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	47	261	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10683_oECA306_F12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	-	-	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10591_oECA306_F09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	40	212	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10513_oECA306_H07_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	22	172	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10401_oECA306_G04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	54	212	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10485_oECA306_D06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	24	279	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10209_oECA306_B01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	55	22	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10283_oECA306_D02_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	46	58	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10406_oECA306_A05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	26	277	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10571_oECA306_A09_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	33	231	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10434_oECA306_A06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	17	261	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10402_oECA306_H04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	45	174	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10308_oECA306_A03_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	24	258	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10408_oECA306_B05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	324	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10664_oECA306_A12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	23	307	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10635_oECA306_A11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	17	251	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10682_oECA306_E12_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	-	-	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10211_oECA306_C01_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	32	260	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10335_oECA306_A04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	35	175	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10648_oECA306_G11_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	49	63	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10400_oECA306_F04_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	34	247	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10424_oECA306_F05_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	-	-	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10474_oECA306_C06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	27	230	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-10492_oECA306_G06_robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D	28	297	robyn.tanny@northwestern.edu_01_SEQ1677048A_122319D
S-11793_oECA306_G05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	143	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11847_oECA306_F09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	47	29	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11891_oECA306_F12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	25	255	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11871_oECA306_A11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	29	74	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11782_oECA306_A05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	23	156	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11775_oECA306_C04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	23	9	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11723_oECA306_C01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	40	1	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11805_oECA306_F06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	43	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11733_oECA306_B02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	36	159	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11731_oECA306_H01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	33	146	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11893_oECA306_H12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	71	93	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11783_oECA306_B05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	30	28	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11722_oECA306_B01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	32	247	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11861_oECA306_D10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	-	-	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11854_oECA306_B10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	42	71	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11890_oECA306_E12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	43	181	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11867_oECA306_E10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	51	22	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11767_oECA306_H03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	32	28	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11876_oECA306_C11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	49	251	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11846_oECA306_E09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	110	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11792_oECA306_F05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	38	220	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11732_oECA306_A02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	28	84	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11852_oECA306_A10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	34	72	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11807_oECA306_H06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	44	55	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11804_oECA306_E06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	349	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11774_oECA306_B04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	42	59	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11781_oECA306_H04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	34	75	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11877_oECA306_D11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	22	341	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11802_oECA306_C06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	38	41	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11814_oECA306_A07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	43	271	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11741_oECA306_E02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	41	18	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11869_oECA306_G10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	20	265	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11848_oECA306_G09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	41	325	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11840_oECA306_A09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	26	160	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11757_oECA306_E03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	37	176	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11803_oECA306_D06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	25	18	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11749_oECA306_A03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	30	199	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11879_oECA306_F11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	41	72	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11756_oECA306_D03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	43	43	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11841_oECA306_B09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	23	136	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11880_oECA306_G11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	25	205	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11759_oECA306_F03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	32	26	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11815_oECA306_B07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	48	153	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11833_oECA306_D08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	41	140	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11888_oECA306_C12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	45	31	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11734_oECA306_C02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	49	66	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11878_oECA306_E11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	36	89	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11820_oECA306_F07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	33	148	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11839_oECA306_H08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	18	55	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11868_oECA306_F10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	15	314	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11740_oECA306_D02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	23	117	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11832_oECA306_C08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	42	99	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11889_oECA306_D12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	44	76	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11786_oECA306_C05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	258	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11794_oECA306_H05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	345	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11843_oECA306_D09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	23	88	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11729_oECA306_F01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	-	-	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11816_oECA306_C07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	23	97	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11842_oECA306_C09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	41	110	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11882_oECA306_A12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	40	212	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11818_oECA306_D07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	167	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11720_oECA306_A01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	35	104	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11744_oECA306_G02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	150	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11838_oECA306_G08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	15	91	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11742_oECA306_F02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	28	64	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11819_oECA306_E07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	66	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11883_oECA306_B12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	27	210	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11881_oECA306_H11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	43	126	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11856_oECA306_C10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	38	64	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11728_oECA306_E01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	29	127	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11796_oECA306_A06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	30	15	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11761_oECA306_G03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	37	118	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11836_oECA306_E08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	18	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11730_oECA306_G01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	27	128	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11826_oECA306_H07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	114	215	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11875_oECA306_B11_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	31	52	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11776_oECA306_D04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	63	316	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11779_oECA306_F04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	15	268	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11752_oECA306_B03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	33	197	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11791_oECA306_E05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	34	213	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11825_oECA306_G07_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	41	506	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11827_oECA306_A08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	32	67	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11754_oECA306_C03_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	37	203	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11746_oECA306_H02_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	19	44	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11777_oECA306_E04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	105	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11837_oECA306_F08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	47	13	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11790_oECA306_D05_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	24	97	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11806_oECA306_G06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	25	3	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11769_oECA306_A04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	29	226	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11829_oECA306_B08_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	17	96	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11780_oECA306_G04_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	28	308	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11797_oECA306_B06_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	39	203	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11727_oECA306_D01_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	35	94	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11892_oECA306_G12_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	162	82	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11870_oECA306_H10_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	16	136	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-11851_oECA306_H09_robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E	30	95	robyn.tanny@northwestern.edu_04_SEQ1679327A_010320E
S-12440_oECA306_H09_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	66	18	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11509_oECA306_A05_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	38	3	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11637_oECA306_E09_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	32	56	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11540_oECA306_D06_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	32	148	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11501_oECA306_E04_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	28	65	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11372_oECA306_E01_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	31	94	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11546_oECA306_G06_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	34	9	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11626_oECA306_A09_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	36	69	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-12463_oECA306_B10_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	32	74	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-12457_oECA306_A10_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	35	97	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11581_oECA306_A08_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	25	76	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11500_oECA306_D04_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	25	140	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-12592_oECA306_C11_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	30	207	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11517_oECA306_C05_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	35	135	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11484_oECA306_G03_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	19	52	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11417_oECA306_A03_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	33	70	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11541_oECA306_E06_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	37	1	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11373_oECA306_F01_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	44	4	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-12646_oECA306_E11_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	33	60	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11624_oECA306_H08_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	41	27	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11548_oECA306_A07_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	31	139	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11615_oECA306_G08_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	-	-	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11629_oECA306_B09_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	12	162	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11518_oECA306_D05_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	30	7	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11510_oECA306_B05_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	31	179	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
S-11504_oECA306_H04_robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F	32	80	robyn.tanny@northwestern.edu_08_SEQ1683177A_011320F
